Artist,Title,Genre,Year,Duration,Loudness
Jah Cure,Freedom,reggae,2008,287.65995,-6.304
Boards of Canada,Happy Cycling,electronica,1996,472.52853,-13.207
Nickelback,We Will Rock You,rock,2005,119.7971,-5.535
Keb' Mo',I'm Amazing,blues,2004,194.48118,-10.981
Simon & Garfunkel,Old Friends,folk rock,1968,130.76853,-23.964
Casiotone For The Painfully Alone,Town Topic (Instrumental),electronic,2008,115.17342,-7.807
Jeff Wahl,Waterfall,jazz,2003,43.88526,-23.366
Kapelle Herrenweide,Humppa,rock,2009,214.36036,-12.246
Precious Bryant,When The Saints Go Marching In,blues,2002,164.8322,-11.425
John Debney,Porcelain Man,electronic,1999,76.79955,-32.637
Lizzy Borden,(Wake Up) Time to Die,heavy metal,1985,371.19955,-9.657
John Stevens,I Only Have Eyes For You (Album Version),jazz,2005,245.44608,-12.785
Backstreet Boys,PDA,teen pop,2009,228.38812,-5.98
Sonic Subjunkies,Turntable Terrorist,breakcore,1995,327.73179,-10.22
Sergio Dalma,La Marca De Tus Labios,ballad,1995,279.24853,-6.213
Walter Trout,Obstacles in My Way,blues-rock,1997,233.24689,-8.392
Blind Lemon Jefferson,Gone Dead On You Blues,blues,1972,165.35465,-24.321
Blind Boy Fuller,Got To Find My Little Woman,blues,2005,151.19628,-14.243
Bon Jovi,I Love This Town,rock,2007,286.35383,-3.38
The Jane Shermans,Ammunition,dance-punk,2008,235.49342,-6.299
Gabriel Yared,Les chasseurs d'esclaves,soundtrack,2006,118.83057,-13.005
Sean Kingston,Face Drop,reggae,2009,184.58077,-3.426
Minipop,Fingerprints,rock,2007,163.00363,-4.993
George Lopez,Kids In the Store,california,2003,261.51138,-15.336
Cam'Ron / Juelz Santana,Losing Weight Part 2,rap,2002,366.05342,-6.426
Jeff Beck Group,Jody,rock,1971,367.46404,-12.569
Atman,Distant Voices,downtempo,2002,268.22485,-11.783
Krystof,Star,rock,2004,301.24363,-7.016
Gonzalo Rubalcaba,Improv #1,latin jazz,2006,206.00118,-24.57
Black Eyed Peas,Let's Get It Started,hip hop,2004,223.03302,-5.939
Righteous Brothers,Harlem Shuffle,blue-eyed soul,1999,188.55138,-8.602
The Tragically Hip,The Drop-Off,rock,2006,219.89832,-3.926
Desert Dwellers,Pranafestation,downtempo,2006,406.17751,-11.128
Lizzy Borden,There Will Be Blood Tonight,heavy metal,2000,235.65016,-3.053
Brand X,Collapsar,rock,1977,95.76444,-27.885
Time Factory,Fleeting sound,hip house,2006,243.56526,-6.612
Deborah Coleman,Confused,blues,2000,209.44934,-3.432
Ayo,Down On My Knees,reggae,2006,240.95302,-10.372
Dark Fortress,Evenfall,black metal,2010,336.16934,-3.832
Mindy McCready,Be With Me,female vocalist,2002,231.33995,-9.018
Elmore James,Strange Kinda Feeling (Take 4),blues,1993,57.39057,-10.985
BT,Knowledge Of Self (Evol Intent Remix),rock,2004,253.07383,-6.21
Lisa Lisa & Cult Jam (featuring Full Force),U Never Nu How Good U Had It,hip hop,1989,285.12608,-7.311
Geggy Tah,Special Someone,post-grunge,2001,231.54893,-9.781
Korn,Right Now,rock,2003,185.93914,-6.738
In Extremo,Vollmond,heavy metal,2000,297.45587,-5.065
Mike And The Mechanics,Nobody's Perfect,pop rock,1988,283.24526,-6.951
Don Francisco,Give Your Heart a Home,ccm,1991,280.73751,-15.636
Mavado,Real McKoy Feat. Busy Signal,dancehall,2007,211.30404,-6.088
Joe Rogan,Tigers Fucking (Spoken Word) (Album Version),rock,2000,356.362,-11.926
Whitney Cummings,Romance,comedy,2009,48.63955,-4.429
Blue Rodeo,Mystic River,country rock,2007,251.402,-7.225
Bénabar,Christelle Est Une Ordure,chanson,2005,224.9922,-14.658
Bally Sagoo,Punjabian Di Chale Glassi,downtempo,2003,282.25261,-12.686
3 Steps Ahead,My Mind Is Gone,gabba,1997,45.50485,-16.459
Sneaky Sound System,I Love It [Clubstar Remix],electro,2006,342.02077,-6.424
Los Titanes,No La Dejes Sola,salsa,2008,214.17751,-6.453
Fat Joe,Prove Something (explicit album version),rap,2002,235.17995,-3.775
Cheo Feliciano,Juguete,salsa,1972,269.26975,-6.071
Screamin' Jay Hawkins,I Put a Spell on You,r&b,1956,211.33016,-6.56
Nick Cave & The Bad Seeds,Rock Of Gibraltar,rock,2003,180.03546,-8.537
Nando Lauria,O Come All Ye Faithful,latin jazz,2003,210.52036,-12.928
Jimmy Wyble,No More Blues,western swing,2005,181.96853,-18.891
Janis Joplin,Piece Of My Heart,rock,1972,266.23955,-10.561
Paul Geremia,Tootie Blues,country blues,2004,204.56444,-14.554
Charlie Peacock,Hot Night Downtown,ccm,1988,202.34404,-9.535
Tommy Castro,Sho' Enough,blues,1996,240.27383,-9.31
Jimi Hendrix,Voodoo Chile Blues,rock,1994,528.14322,-12.797
T-la Rock,Back To Burn,hip hop,2001,151.61424,-6.265
Panzer AG,WHEN I AM YOU,electro,2006,305.05751,-3.382
Silent Stream Of Godless Elegy,Theme III,doom metal,2000,50.1024,-16.468
Les Ogres De Barback,L'education du corps des porcs,chanson,2001,287.242,-5.612
Jean-Jacques Goldman,Là-Bas,chanson,1991,501.05424,-8.508
Sonora Santanera,Estoy Pensando En Tí,salsa,2003,168.46322,-11.106
Martha Wainwright,Comin' Tonight,folk-pop,2008,209.60608,-13.551
Stevie Ray Vaughan And Double Trouble,Chitlins Con Carne,blues,1996,235.65016,-13.277
The Stooges,T.V. Eye (Take 3),rock,1999,328.9073,-6.862
Tom Barabas,Sedona Suite (Sunrise/Prayer/Joy/Sunset),electronic,1992,743.36608,-16.389
Los Fabulosos Cadillacs,El Mensaje Soy Yo,ska,1989,171.10159,-6.176
Geggy Tah,Gina,post-grunge,1996,165.40689,-12.987
Joe Rogan,"Not Homophobic/The Word Is ""Cock"" (Spoken Word) (Album Version)",rock,2000,217.10322,-14.031
Unearth,Fuel the Fire,post-hardcore,2001,222.27546,-6.338
Loretta Lynn,I Can't Feel You Anymore,honky tonk,1994,195.3171,-13.141
Rhian Benson,Say How I Feel,hip hop,2004,207.46404,-4.573
The Impressions,This Is My Country,chicago soul,1968,168.01914,-11.803
Los Chunguitos,Por La Calle Abajo,flamenco,2000,164.12689,-8.07
Les Malpolis,Les Amours de Nathalie,chanson,1998,246.69995,-9.76
MC5,Miss X (LP Version),rock,1971,307.722,-8.392
Dream Warriors,Sound Clash,hip hop,1996,262.19057,-6.453
Crazy Horse,E se tu lontana sei,hard rock,2006,191.65995,-10.247
The Fray,Vienna,rock,2002,231.07873,-8.096
Bob Marley,Memphis,reggae,1999,177.71057,-15.015
Alceu Valença,Sete Desejos,brazilian pop music,1992,205.87057,-9.813
Tito Puente,Mambo Suavecito,salsa,1993,178.46812,-13.805
Skeeter Davis,Foggy Mountain Top,rock,1963,160.7571,-13.321
Andreas Dorau,So ist das nun mal,electronic,1997,395.17995,-8.586
Baroness,Grad,sludge metal,2007,354.79465,-9.213
Lee Ritenour,Captain Fingers,instrumental pop,1977,444.81261,-8.424
T.O.K.,Hotta,reggae,2006,190.71955,-5.977
Rihanna,Good Girl Gone Bad,dance pop,2007,208.16934,-5.704
Francis Lai,La valse du mariage,soundtrack,2003,123.24526,-9.853
Leo Gandelman,Bari Bossa,jazz,2007,222.98077,-13.812
Britney Spears feat. Pharrell Williams,Boys,dance pop,2001,225.48853,-4.947
Del Tha Funkee Homosapien,Mistadobalina,hip hop,1991,257.69751,-9.495
Aerosmith,Lord Of The Thighs,hard rock,1974,425.03791,-10.943
Klaus Badelt,After The Fire,soundtrack,2007,116.1922,-27.369
Furry Lewis,Old Hobo,blues,2003,234.78812,-8.032
Charlotte Gainsbourg,Tel Que Tu Es,pop,2006,189.70077,-12.1
Enter the Haggis,Skyswimmer,folk rock,1999,399.882,-10.648
Sylvester Weaver,Guitar Rag,blues,1997,181.18485,-20.444
Blue October,My Never,rock,2009,225.67138,-12.637
Broadcast,One Hour Empire,electronic,2003,102.94812,-7.42
Jimi Hendrix,Fire,rock,1969,192.23465,-6.216
Phil Collins,Welcome,soft rock,2003,216.92036,-8.238
Teena Marie,Light,disco,1984,78.96771,-21.997
Carl Crack,Dogon,downtempo,1998,256.70485,-12.891
Shanadoo,King Kong,electronic,2006,225.20118,-3.198
Snow Patrol,Chasing Cars,rock,2006,268.95628,-6.621
Kaija Koo,Savu hälvenee,rock,1998,192.26077,-8.228
Darwin's Waiting Room,Feel So Stupid (Table 9),rock,2001,197.51138,-5.173
André Minvielle,Les Chaudrons,jazz,2007,295.96689,-7.632
A.Z.,We Can't Win (Explicit),gangster rap,1995,203.10159,-12.042
Arturo Sandoval,My Funny Valentine,latin jazz,2003,266.60526,-14.818
Lee Ritenour / Jeff Mironov,A Little Bit Of This And A Little Bit Of That,instrumental pop,1976,307.04281,-17.337
Rise Against,State Of The Union,rock,2004,139.17995,-3.619
Helmet,Your Head,rock,1995,200.75057,-11.448
Britney Spears,Everytime,dance pop,2003,206.81098,-3.738
The Last,Century City Rag,rock,1979,159.05914,-8.383
House Of Lords,Rock Bottom,electronic,2006,232.75057,-4.045
Capleton,Say Yeah,reggae,2005,233.63873,-5.404
Buddy Jewell,Sweet Southern Comfort,bluegrass,2003,212.89751,-6.986
Fun Lovin' Criminals,Love Unlimited (Explicit),rock,1998,205.66159,-7.119
The Pineapple Thief,Snowdrops,progressive rock,2006,356.54485,-10.06
Lee Ritenour,Can You Feel It?,instrumental pop,1998,321.56689,-11.241
Jack Johnson,You And Your Heart,rock,2010,196.20526,-7.045
La Portuaria,Hasta El Final,rock,2005,224.91383,-7.29
Point Of Grace,Amazing (LP Version),ccm,1998,294.08608,-6.477
Suicide,Do It Nice,electronic,1999,323.94404,-13.753
William Orbit,The Monkey King,electronic,1993,315.01016,-34.703
Five Fingers of Funk,Genuine,hip hop,1998,1400.37179,-8.792
The Clancy Brothers,Water Is Alright In Tay,folk,1993,113.78893,-13.289
Otis Taylor,Round and Round,blues,2001,107.83302,-6.028
Michael Whalen,A New Heart,electronic,2004,317.70077,-15.968
Randy Travis,Wind In The Wire (Album Version),country gospel,1993,211.40853,-14.172
Righteous Brothers,See That Girl,blue-eyed soul,1965,190.14485,-10.288
OutKast,Happy Valentine's Day,funk,2003,323.10812,-4.018
Móveis Coloniais de Acaju,Perca peso,ska,2005,320.05179,-5.647
Andy & Lucas,Amores Cobardes,flamenco,2008,234.63138,-5.343
Glen Campbell And Bobbie Gentry,Mornin' Glory,rock,1968,183.11791,-13.881
Kenny Rogers,The Son Of Hickory Holler's Tramp,country rock,1977,188.96934,-12.193
Avril,The Matter With You (Part I_ Ii_ Iii),downtempo,2000,651.59791,-10.718
Delbert McClinton,Lose Your Money,blues-rock,2000,114.31138,-10.261
Chris Farlowe,Paint It Black,rock,1966,177.57995,-11.027
Andreas Dorau,Das Telefon sagt Du,electronic,1994,231.10485,-10.201
Gabinete Caligari,Viaje Al Averno,rock,1991,169.69098,-4.199
Sick Puppies,Master Of The Universe,rock,2009,212.92363,-5.429
GWAR,Let's Blame The Lightman,heavy metal,1997,189.57016,-3.492
James Newton Howard,The Burp Heard 'Round The World,soundtrack,2010,110.52363,-9.516
NOFX,My Heart Is Yearning,punk,1994,143.64689,-11.661
FFH,Great Big Problem,ccm,2005,264.07138,-5.202
Placebo,Hardly Wait,rock,2009,180.13995,-4.422
Thomas Dolby,One Of Our Submarines,electronic,1982,309.57669,-8.907
Curtis Mayfield,This Year (ReMastered),rock,2006,225.67138,-15.314
U2,Vertigo,dance rock,2004,451.44771,-4.833
Foo Fighters,X-Static,rock,1995,253.49179,-7.986
Mandi,Pieni Maailma,pop folk,1998,200.59383,-6.572
Information Society,More to This,electronic,2007,233.42975,-6.209
Gold City,It Came Upon The Midnight Clear,southern gospel,1994,173.66159,-10.786
Frankee,Gotta Man,hip hop,2004,149.99465,-9.035
Gym Class Heroes,New Friend Request (Amended Version),indie rock,2006,254.51057,-4.952
Williamson,Time You'll Never Get Back,downtempo,2003,354.06322,-11.96
Pursuit Of Happiness,Hard To Laugh,hard rock,1988,159.60771,-9.224
Boondox,Nothing To Lose,rap rock,2010,260.10077,-5.852
Los Chichos,El Te Daba Mala Vida,flamenco,1982,221.23057,-9.013
Maurane,Juste Une Petite Fille,chanson,1995,263.67955,-15.406
Aerosmith,Angel,hard rock,1987,335.33342,-5.763
The Rolling Stones,Time Is On My Side,rock,1964,172.72118,-7.343
Pepper,Stormtrooper (Live),reggae,2009,108.93016,-5.356
The Michael Stanley Band,Waste A Little Time On Me,rock,1975,232.12363,-15.161
Butthole Surfers,All Day,noise rock,1987,512.1824,-3.237
One Block Radius,All On Our Own,hip hop,2008,236.72118,-2.45
Bob Carlisle,Man Of No Reputation,ccm,1994,331.25832,-16.196
Timo Maas,Bad Days,electronic,2001,417.56689,-8.92
Memphis La Blusera,La Revolución,blues,1995,261.642,-7.164
Eminem,Ricky Ticky Toc,hip hop,2004,171.72853,-5.92
Rikk Agnew,Everyday,rock,1982,269.40036,-7.594
Dexys Midnight Runners,Until I Believe In My Soul,rock,1982,434.88608,-8.844
K-OS,Clap Ur Handz,hip hop,2004,80.53506,-6.855
Busdriver featuring Abstract Rude & Ellay Khule,Map Your Psyche,indie rock,2005,255.63383,-12.09
Jim Chappell,In The Hills,jazz,1994,227.36934,-14.893
Goldfish,Watch Out for The Birdsongs,techno,2007,159.45098,-5.529
4Him,You Are Holy,ccm,1995,296.98567,-9.908
George Harrison,Baltimore Oriole (2004 Digital Remaster),rock,1981,238.602,-6.692
The Police,Man In A Suitcase,new wave,1980,137.45587,-11.636
Connie Francis,Baby's First Christmas,brill building pop,1959,147.17342,-9.378
Hot Chip,Ready For The Floor (Radio Edit),electronica,2008,202.10893,-5.087
Eyes Cream,Open Up Your Mind (Guido Osorio Club Mix),electronic,2002,492.30322,-7.052
Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),rap,2009,318.79791,-13.135
Daniel Johnston,Desperate Man Blues,alternative,1983,219.76771,-24.308
ZombieSuckers,The Nightmare Begins,punk,2010,62.95465,-22.904
My Chemical Romance,Interlude (Album Version),emo,2004,57.18159,-22.42
Don Gibson,Who Cares,rock,1987,142.94159,-13.524
Bruce Springsteen,Rosalita (Come Out Tonight),rock,1973,591.62077,-5.67
The Berzerker,Humanity,rock,2000,105.45587,-6.952
Snowgoons,Planetary Takeover,hip hop,2009,239.64689,-4.615
Danny Wilson,Spencer-Tracey,pop rock,1987,92.42077,-14.655
Bruford,Forever Until Sunday,jazz fusion,1979,351.42485,-14.857
The Dreamtree Project,Bliss,dub,2007,798.1971,-16.183
Tinariwen,Tenhert,blues,2009,328.85506,-7.155
Georges Brassens,Comme hier,chanson,1953,100.8322,-13.624
Blind Willie McTell,Boll Weevil,blues,2001,116.34893,-15.872
Luke Vibert,Gwithian,techno,2005,418.79465,-15.199
XLNC,Pichleh Janam Dee,bhangra,1998,386.55955,-12.373
Luiz Bonfa,Samba De Duas Notas,samba,2005,192.78322,-14.05
Miossec,Que Devient Ton Poing Quand Tu Tends Les Doigts,rock,1995,159.60771,-8.503
K'Naan,Is It A Myth?,hip hop,2007,213.13261,-14.254
The Cure,Lost,rock,2004,232.48934,-11.199
Miranda Lee Richards,The Long Goodbye,singer-songwriter,2001,243.722,-8.141
Helmet,Everybody Loves You,rock,2004,206.94159,-3.568
Buddy Miles,Midnight Rider,blues-rock,1997,218.3571,-9.978
Chalk Farm,Lillie Anne,rock,1996,294.08608,-7.795
Rocket From The Tombs,Frustration,rock,2002,138.44853,-7.359
Kraftwerk,Autobahn (Live),electronic,2008,531.61751,-9.827
Falco,Brillantin' Brutal',new wave,1984,228.12689,-13.844
This Or The Apocalypse,Two Wars,post-hardcore,2008,293.66812,-4.256
Djelimady Tounkara,Sigui,folk,2001,303.90812,-11.576
Suzi Quatro,Kids Of Tragedy,rock,2004,207.882,-11.38
K.T. Oslin,Come Next Monday,country rock,1993,229.45914,-8.705
Esser,Headlock,indie pop,2008,191.55546,-4.622
Phil Collins,I Cannot Believe It's True,soft rock,1982,316.39465,-11.763
Helen Love,Shifty Disco Girl,rock,2000,185.36444,-7.531
Eddie Cantor,When My Ship Comes In,easy listening,1994,196.88444,-14.618
Black Debbath,Where To Piss And Shit In Oslo,blues,2009,278.46485,-5.808
Jackie Wilson,If I Can't Have You,rock,1958,101.77261,-10.283
The Tokens,La Bamba,rock,1994,154.06975,-10.319
Devanic,I Am,melodic death metal,2006,336.06485,-7.071
Young-Holt Unlimited,The Devil Made Me Do Dat (LP Version),jazz,1970,176.63955,-11.987
Irwin Goodman,Terve menoo jätkänretale,rock,1977,200.9073,-5.901
OutKast,Wailin',funk,1996,118.9873,-10.817
LL Cool J / Freeway,What You Want,rap,2006,264.48934,-4.628
Casual,Precís,hip hop,2008,213.55057,-5.846
Beherit,Lord of Shadows and Golden Wood,black metal,1993,202.91873,-18.65
Keb' Mo',Dangerous Mood,blues,1996,297.66485,-9.032
The Frequency,Stop It,chill-out,2004,195.21261,-9.334
Eddie Calvert,O Mein Papa,jazz,2001,163.52608,-11.977
No Address,Pretty Girl (Amended Version),post-grunge,2005,286.4322,-8.1
The Clash,Life Is Wild,rock,1985,159.65995,-5.612
TEN MADISON,Leaving Melbourne,downtempo,2006,283.76771,-7.827
Mobb Deep,Where Ya Heart At,hip hop,1999,264.64608,-7.101
Phil Vassar,This Is My Life,singer-songwriter,2008,217.28608,-4.35
The Edgar Broughton Band,Aphrodite (1999 Digital Remaster),progressive rock,1970,245.44608,-12.135
Patricia Kaas,Elle Voulait Jouer Cabaret,chanson,1988,247.11791,-8.016
Charlie Byrd,It Don't Mean A Thing (If It Ain't Got That Swing),jazz,1991,229.32853,-14.048
Jim Reeves,Rosa Rio,country gospel,2000,175.01995,-11.727
Devo,The 4th Dimension (LP Version),rock,1984,264.33261,-10.499
Janet Jackson,Greatest X,dance pop,2008,263.02649,-7.006
The Wes Montgomery Trio,Satin Doll,jazz,1987,246.80444,-19.802
The Killers,When You Were Young,rock,2006,269.76608,-7.477
Usher,Moving Mountains,hip hop,2008,309.83791,-5.692
Black Flag,Room 13,hardcore punk,1981,79.51628,-4.606
Coldplay,A Rush Of Blood To The Head (Live In Sydney),rock,2003,410.8273,-8.229
OutKast featuring George Clinton,Synthesizer,funk,1998,311.30077,-6.791
Grant Geissman,Silent Movies (Album Version),smooth jazz,1993,349.23057,-13.752
Blind Willie Johnson,Church_ I'm Fully Saved Today,blues,1991,187.14077,-15.89
Non Phixion,Sleepwalkers,hip hop,1999,222.56281,-5.724
Michael Gettel,Through Bucky's Eyes,jazz,1992,232.77669,-22.42
Test Icicles,What's Your Damage?,rock,2005,216.45016,-2.756
This Is Hell,RECKLESS,hardcore punk,2008,119.7971,-5.261
Alice In Chains,God Smack,rock,1992,230.60853,-4.438
Gerald Clayton,All Of You,jazz,2009,329.37751,-16.849
Busdriver,Sun Shower (Single Version),indie rock,2007,223.68608,-7.331
Juelz Santana,Lil' Boy Fresh,rap,2005,233.92608,-4.148
The Cat's Miaow,Portland_ Oregon,indie rock,1997,125.25669,-13.386
Grandpa Jones,Don't Look Back,bluegrass,1995,139.78077,-11.901
Kyle Eastwood,Samba de Paris,hard bop,2009,441.7824,-12.712
Paul Cantelon,The Other Boleyn Girl - Opening Titles,soundtrack,2008,146.442,-20.178
Blue Rodeo,Up On That Cloud,country rock,2005,213.34159,-5.972
Bobby Hutcherson,Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),jazz,1967,349.72689,-12.939
K's Choice,A Sound That Only You Can Hear,post-grunge,1995,252.83873,-6.575
Junior Jack,Thrill Me (Atfc's Jackhammer Re-Rub),electronic,2002,482.55955,-11.985
The Scare,I Saw Destruction,rock,2009,209.71057,-4.745
Wet Wet Wet,Hear Me Now,blue-eyed soul,2004,242.65098,-7.811
Jack Johnson,Monsoon,rock,2008,264.82893,-6.892
Vince Guaraldi Trio,Yesterdays,latin jazz,1964,242.9122,-25.924
Harry Connick_ Jr,Joe Avery's Piece,jazz,1979,192.07791,-10.7
Charlie Byrd,How Insensitive,jazz,2004,361.56036,-22.937
Astarte,Thorns of Charon (Pt. 2) - Emerge from Hades,black metal,1998,419.97016,-4.012
Alicia Keys,Heartburn,blues,2003,183.43138,-9.74
Martin Denny,Manila,jazz,1996,144.71791,-17.306
The Plimsouls,I Want You Back,power pop,1981,147.9571,-7.842
Chelsea,Decide,pop rock,1979,301.71383,-9.869
Alex Ubago,Temblando,pop,2003,201.09016,-8.205
Shifty,EZ Cuz You're Beautiful (Album Version),electronic,2004,192.91383,-5.295
Lily Allen,LDN (Warbox Original Cut Dub),ska,2009,234.1873,-7.794
Mongo Santamaria,Los Conguitos,latin jazz,1959,130.01098,-23.581
Guitar Slim,The Things That I Used To Do,r&b,1953,183.06567,-13.164
OutKast,"Return Of The ""G",funk,1998,289.25342,-6.407
MIMS,Life Of A Star,hip hop,2009,230.53016,-4.213
Adrienne Pierce,Laundry & Dishes,pop rock,2008,269.63546,-8.425
Claw Hammer,Succotash,rock,1998,291.7873,-9.467
MxPx,Time Will Tell,christian rock,2001,88.73751,-4.404
Kool Keith,Don't Crush It,hip hop,1997,258.19383,-6.062
Pierre Perret,Les Trois Orfèvres,electronic,2007,132.07465,-8.118
fIREHOSE,Rhymin' Spielin',rock,1988,122.64444,-15.855
Styles P,Intro,rap,2002,85.02812,-11.895
Harry Connick_ Jr.,Here Comes The Big Parade,jazz,1994,251.76771,-6.131
Sex Machine ft. Shèna,Friday Night,rock,2006,418.87302,-4.956
The Roches,It's Bad For Me (Album Version),singer-songwriter,1980,165.98159,-20.394
Britney Spears,Break The Ice,dance pop,2007,530.12853,-5.432
Rhian Sheehan,Untitled,downtempo,2004,38.922,-18.406
Rishi Rich,Sorry Feat. Rafaqat Ali Khan,hip hop,2006,235.25832,-7.676
JennyAnyKind,I'm On The Run,rock,2003,326.79138,-10.854
Bottom Of The Hudson,One of Us,indie rock,2005,193.35791,-7.474
The Pharcyde,Homegrown,rap,2004,138.50077,-9.628
Erick Sermon,Stay Real,hip hop,1993,235.51955,-9.356
Janet Jackson,When I Think Of You,dance pop,1986,235.41506,-11.761
The Rolling Stones,Rocks Off,rock,1972,272.43057,-8.242
Martha Wainwright,Who Was I Kidding,folk-pop,2005,251.16689,-10.512
Ms. Dynamite,Unbreakable,hip hop,2005,208.5873,-8.226
Kenny G,Don't Make Me Wait For Love,smooth jazz,1986,285.98812,-12.853
Fuel,The Name Is...,post-grunge,1995,159.42485,-7.128
Marc Lavoine,C'est La Vie,chanson,1989,224.39138,-10.322
Frederick Knight,I've Been Lonely (For So Long),funk,2000,198.81751,-8.482
Sick Of It All,Death Or Jail,hardcore punk,2010,171.07546,-2.388
Phantom Planet,Leader (Album Version),rock,2008,169.84771,-4.373
Radiohead,Stop Whispering (US Version),rock,1993,250.8273,-14.748
Incubus,Warning,rock,2001,291.81342,-6.084
Bryan Ferry,Wildcat Days (1999 Digital Remaster),glam rock,1994,274.28526,-7.158
Paul Avgerinos,Gnosis,ambient,2006,423.60118,-23.03
Juliette & The Licks,Shelter Your Needs,post-grunge,2005,241.37098,-5.199
Aesop Rock,Limelighters (feat. Camp Lo) / Flunkadelic Interlude,indie,2003,273.60608,-8.011
Bounty Killer,Coppershot,reggae,2001,221.70077,-8.043
Oldelaf et Monsieur D,Rue de Nantes,french,2006,249.41669,-9.985
Finntroll,Kitteldags,heavy metal,2001,125.46567,-5.059
Sonora Carruseles,Chela,salsa,1999,220.78649,-11.079
The Fabulous Thunderbirds,Please Don't Lie To Me,blues-rock,1996,127.68608,-8.692
Hey Colossus,45 Pounds,stoner metal,2007,251.81995,-9.711
Mobb Deep featuring Nate Dogg,Dump,hip hop,2004,195.65669,-3.813
The Balustrade Ensemble,Crushed Pears,electronic,2007,226.76853,-24.802
AFI,Summer Shudder,punk,2006,187.03628,-4.183
Teenage Fanclub,The World'll Be OK,indie rock,2003,266.89261,-8.198
The Doors,Strange Days ( LP Version ),rock,1967,186.56608,-6.772
Sean Callery,Jack and Benton,soundtrack,2008,212.84526,-29.331
Erick Sermon,Safe Sex,hip hop,1993,223.4771,-9.436
40 Grit,A Part Of Me,rock,2003,250.67057,-8.951
Scott Glasgow,Space Station Liberty,contemporary classical music,2007,222.82404,-14.15
The Field Mice,Below The Stars,rock,1990,335.46404,-14.064
Fall Out Boy,Dance_ Dance,pop punk,2008,189.80526,-3.544
Kassav',Loko,zouk,2000,335.56853,-6.824
The Rolling Stones,Around And Around,rock,1964,183.17016,-11.553
J.B. Lenoir,I Feel So Good,blues,1995,114.62485,-7.573
Charlie Rich,You Don't Know Me,rockabilly,1997,268.7473,-13.505
Tesla,Gettin' Better,hard rock,1986,210.28526,-10.223
The Ataris,The Hero Dies in This One,rock,2003,246.85669,-4.544
Jackie Wilson,I'm Wanderin',rock,1958,160.78322,-12.534
THE CHIFFONS,Did You Ever Go Steady,rock,1963,138.762,-6.863
Raphaël,La Mémoire Des Jours,hip hop,2003,255.65995,-12.924
Papoose,Intro,hip hop,2006,46.47138,-10.951
2raumwohnung,Rette Mich Später (Michael Ilbert Radio Mix),indie pop,2010,234.34404,-5.239
Andy & Lucas,Dime Si Me Quieres,flamenco,2008,213.52444,-4.85
Plump DJs,Contact 00,breakbeat,2003,348.55138,-7.881
Through the Eyes of the Dead,Outro,death metal,2005,41.482,-31.982
Aeoliah,For Your Passion My Love,meditation,2007,307.09506,-15.226
Finest Dearest,Naming Ceremony,indie rock,2008,299.75465,-7.34
Johannes Linstead,Guayabera,meditation,2003,294.66077,-7.409
Claude François,Le chanteur malheureux,chanson,1994,197.25016,-12.472
Cinder,Mirror (Album),post-grunge,2006,167.26159,-4.634
Fran Perea,No me imagino,rock,2005,194.21995,-4.556
Otis Spann,Must Have Been The Devil,piano blues,1990,160.83546,-13.389
Torcuato Mariano,Black and Blue,meditation,2006,295.02649,-11.878
Baby Bash / Grimm,Changed My Life,rap,2003,231.07873,-5.179
Connie Smith,If I Talk To Him,country gospel,2001,146.33751,-13.232
The Plasmatics,Summer Nite,hard rock,1981,286.9024,-4.907
The Grease Band,Willie And The Pig,rock,1971,254.85016,-17.604
Soul Asylum,Freaks (Album Version),hard rock,1986,206.75873,-10.294
Isabel Pantoja,Porque Me Gusta A Morir,flamenco,1993,317.36118,-11.88
Butthole Surfers,Ulcer Breakout,noise rock,1996,154.85342,-3.865
Michèle Bernard,Monsieur qui s'engraisse,chanson,2002,212.13995,-12.882
Kisha,Why?,rock,1998,225.38404,-4.799
Story Of The Year,Won Threw Ate,rock,2010,224.41751,-3.487
Robben Ford,The Champ,blues,1997,312.92036,-9.925
Jose Luis Perales,El Amor,latin pop,1979,253.12608,-10.744
Tony Matterhorn,Dutty Wine,dancehall,2006,183.53587,-5.953
Red Hot Chili Peppers,Emit Remmus (Album Version),rock,1999,240.19546,-2.267
Patty Griffin,Moses,rock,1996,208.32608,-7.852
Busta Rhymes,Taste It,hip hop,2002,226.32444,-7.958
Fontella Bass,You've Lost That Lovin' Feelin',northern soul,1992,204.35546,-10.269
Old Man's Child,Towards Eternity,black metal,1998,317.12608,-6.748
Satan's Host,Infernal Calling,heavy metal,2006,412.1073,-3.92
Gerard Lenorman,Soldats Ne Tirez Pas,chanson,1989,191.73832,-5.53
Lord Sterling,Poison Lips,hard rock,2004,315.16689,-6.8
Arturo Sandoval,Almendra,latin jazz,1997,271.43791,-12.246
Novika,Mikawa Miya,deep house,2006,268.90404,-9.655
Cama,Walk With You,pop rock,2009,183.562,-5.516
Cargo Cult,Helium,electronic,2004,240.09098,-7.76
D:Fuse,Living The Dream,electronic,2004,352.93995,-12.982
Martriden,Blank Eye Stare,black metal,2006,355.94404,-4.701
Carl Smith,Loose Talk,honky tonk,1990,152.42404,-26.045
